ponto_id,longitude,latitude,item_id,data_aquisicao,tile,nuvens_item_pct,resolucao_m,pixels_total,pixels_validos,fracao_valida,ndvi_media,ndvi_mediana,ndvi_p90,fracao_vegetacao_densa,periodo
P026,-45.9091561,-23.2284187,S2B_MSIL2A_20250813T131249_R138_T23KLQ_20250813T150043,2025-08-13,23KLQ,0.014582,10.0,113,113,1.0,0.05224394425749779,0.04344158619642258,0.09193113446235657,0.0,2025
P027,-45.9053188,-23.2246019,S2B_MSIL2A_20250813T131249_R138_T23KLQ_20250813T150043,2025-08-13,23KLQ,0.014582,10.0,113,113,1.0,0.06107641011476517,0.05752212554216385,0.10410938411951065,0.0,2025
P028,-45.9038062,-23.2231899,S2B_MSIL2A_20250813T131249_R138_T23KLQ_20250813T150043,2025-08-13,23KLQ,0.014582,10.0,113,113,1.0,0.10783587396144867,0.10012567788362503,0.1565764993429184,0.0,2025
P029,-45.9011783,-23.2210474,S2B_MSIL2A_20250813T131249_R138_T23KLQ_20250813T150043,2025-08-13,23KLQ,0.014582,10.0,113,113,1.0,0.06482479721307755,0.05477769672870636,0.11897580325603485,0.0,2025
P030,-45.8994403,-23.2193674,S2B_MSIL2A_20250813T131249_R138_T23KLQ_20250813T150043,2025-08-13,23KLQ,0.014582,10.0,113,113,1.0,0.09743938595056534,0.0744723230600357,0.17880350351333618,0.0,2025
P031,-45.8967109,-23.2166133,S2B_MSIL2A_20250813T131249_R138_T23KLQ_20250813T150043,2025-08-13,23KLQ,0.014582,10.0,113,113,1.0,0.09385096281766891,0.07984119653701782,0.18283408880233765,0.0,2025
P032,-45.8921681,-23.2123262,S2B_MSIL2A_20250813T131249_R138_T23KLQ_20250813T150043,2025-08-13,23KLQ,0.014582,10.0,113,113,1.0,0.10352713614702225,0.09267880022525787,0.18182268738746643,0.0,2025
P033,-45.8876504,-23.2081222,S2B_MSIL2A_20250813T131249_R138_T23KLQ_20250813T150043,2025-08-13,23KLQ,0.014582,10.0,113,113,1.0,0.1313168704509735,0.10402218997478485,0.2756691873073578,0.0,2025
P034,-45.8838996,-23.2046542,S2B_MSIL2A_20250813T131249_R138_T23KLQ_20250813T150043,2025-08-13,23KLQ,0.014582,10.0,113,113,1.0,0.08425237983465195,0.07387465238571167,0.14739182591438293,0.0,2025
P035,-45.8784615,-23.1996111,S2B_MSIL2A_20250813T131249_R138_T23KMQ_20250813T150043,2025-08-13,23KMQ,1.887071,10.0,113,113,1.0,0.15191659331321716,0.10946918278932571,0.40735602378845215,0.0,2025
P036,-45.8773358,-23.1986594,S2B_MSIL2A_20250813T131249_R138_T23KMQ_20250813T150043,2025-08-13,23KMQ,1.887071,10.0,113,113,1.0,0.14841602742671967,0.10004331171512604,0.379848450422287,0.0,2025
P037,-45.876045,-23.1977746,S2B_MSIL2A_20250813T131249_R138_T23KMQ_20250813T150043,2025-08-13,23KMQ,1.887071,10.0,113,113,1.0,0.15136544406414032,0.10550763458013535,0.3547761142253876,0.0,2025
P038,-45.8747831,-23.197066,S2B_MSIL2A_20250813T131249_R138_T23KMQ_20250813T150043,2025-08-13,23KMQ,1.887071,10.0,113,113,1.0,0.16521477699279785,0.10954063385725021,0.3718307614326477,0.0,2025
P039,-45.8734504,-23.196169,S2B_MSIL2A_20250813T131249_R138_T23KMQ_20250813T150043,2025-08-13,23KMQ,1.887071,10.0,113,113,1.0,0.13800379633903503,0.09847015887498856,0.3453264832496643,0.0,2025
P040,-45.8715213,-23.1952891,S2B_MSIL2A_20250813T131249_R138_T23KMQ_20250813T150043,2025-08-13,23KMQ,1.887071,10.0,113,113,1.0,0.1456991732120514,0.11785246431827545,0.3022225499153137,0.0,2025
P041,-45.8701988,-23.1945064,S2B_MSIL2A_20250813T131249_R138_T23KMQ_20250813T150043,2025-08-13,23KMQ,1.887071,10.0,113,113,1.0,0.13770511746406555,0.12624330818653107,0.2230367362499237,0.0,2025
P042,-45.8686602,-23.1937087,S2B_MSIL2A_20250813T131249_R138_T23KMQ_20250813T150043,2025-08-13,23KMQ,1.887071,10.0,113,113,1.0,0.10740285366773605,0.08378490805625916,0.21826010942459106,0.0,2025
P043,-45.8664561,-23.1926438,S2B_MSIL2A_20250813T131249_R138_T23KMQ_20250813T150043,2025-08-13,23KMQ,1.887071,10.0,113,113,1.0,0.19282111525535583,0.17110265791416168,0.34594887495040894,0.0,2025
P044,-45.8650608,-23.1919238,S2B_MSIL2A_20250813T131249_R138_T23KMQ_20250813T150043,2025-08-13,23KMQ,1.887071,10.0,113,113,1.0,0.16050836443901062,0.12933024764060974,0.2888106107711792,0.0,2025
P045,-45.8636874,-23.1912501,S2B_MSIL2A_20250813T131249_R138_T23KMQ_20250813T150043,2025-08-13,23KMQ,1.887071,10.0,113,113,1.0,0.15088896453380585,0.12914520502090454,0.2654707431793213,0.0,2025
P046,-45.8590924,-23.1889735,S2B_MSIL2A_20250813T131249_R138_T23KMQ_20250813T150043,2025-08-13,23KMQ,1.887071,10.0,113,113,1.0,0.15728530287742615,0.15149006247520447,0.2526858150959015,0.0,2025
P047,-45.8575626,-23.1883802,S2B_MSIL2A_20250813T131249_R138_T23KMQ_20250813T150043,2025-08-13,23KMQ,1.887071,10.0,113,113,1.0,0.09714318811893463,0.06534475088119507,0.23715606331825256,0.0,2025
P048,-45.8546778,-23.1867795,S2B_MSIL2A_20250813T131249_R138_T23KMQ_20250813T150043,2025-08-13,23KMQ,1.887071,10.0,113,113,1.0,0.12870539724826813,0.11614497750997543,0.21656979620456696,0.0,2025
P049,-45.8524734,-23.1856714,S2B_MSIL2A_20250813T131249_R138_T23KMQ_20250813T150043,2025-08-13,23KMQ,1.887071,10.0,113,113,1.0,0.11808688193559647,0.11666666716337204,0.1778714954853058,0.0,2025
P050,-45.8454424,-23.182137,S2B_MSIL2A_20250813T131249_R138_T23KMQ_20250813T150043,2025-08-13,23KMQ,1.887071,10.0,113,113,1.0,0.1366843581199646,0.1044168546795845,0.26729312539100647,0.0,2025
P051,-45.8437861,-23.1813081,S2B_MSIL2A_20250813T131249_R138_T23KMQ_20250813T150043,2025-08-13,23KMQ,1.887071,10.0,113,113,1.0,0.13161255419254303,0.1028667762875557,0.26319581270217896,0.0,2025
P052,-45.8400941,-23.1796057,S2B_MSIL2A_20250813T131249_R138_T23KMQ_20250813T150043,2025-08-13,23KMQ,1.887071,10.0,113,113,1.0,0.06597912311553955,0.053920671343803406,0.10239507257938385,0.0,2025
P053,-45.837751,-23.178287,S2B_MSIL2A_20250813T131249_R138_T23KMQ_20250813T150043,2025-08-13,23KMQ,1.887071,10.0,113,113,1.0,0.12154655158519745,0.11030346900224686,0.18097567558288574,0.0,2025
P054,-45.8352677,-23.1770304,S2B_MSIL2A_20250813T131249_R138_T23KMQ_20250813T150043,2025-08-13,23KMQ,1.887071,10.0,113,113,1.0,0.15437360107898712,0.14709419012069702,0.23928329348564148,0.0,2025
P055,-45.8336041,-23.1761886,S2B_MSIL2A_20250813T131249_R138_T23KMQ_20250813T150043,2025-08-13,23KMQ,1.887071,10.0,113,113,1.0,0.1911146491765976,0.16585366427898407,0.336048424243927,0.0,2025
P056,-45.8322929,-23.1755353,S2B_MSIL2A_20250813T131249_R138_T23KMQ_20250813T150043,2025-08-13,23KMQ,1.887071,10.0,113,113,1.0,0.18883411586284637,0.16317135095596313,0.297199547290802,0.0,2025
P057,-45.8299299,-23.1745039,S2B_MSIL2A_20250813T131249_R138_T23KMQ_20250813T150043,2025-08-13,23KMQ,1.887071,10.0,113,113,1.0,0.1933877021074295,0.16483516991138458,0.38446128368377686,0.0,2025
P058,-45.8266205,-23.1727091,S2B_MSIL2A_20250813T131249_R138_T23KMQ_20250813T150043,2025-08-13,23KMQ,1.887071,10.0,113,113,1.0,0.16683486104011536,0.15800711512565613,0.26412126421928406,0.0,2025
P059,-45.8224892,-23.1706507,S2B_MSIL2A_20250813T131249_R138_T23KMQ_20250813T150043,2025-08-13,23KMQ,1.887071,10.0,113,113,1.0,0.149987131357193,0.13407236337661743,0.23660750687122345,0.0,2025
P060,-45.8180369,-23.1684262,S2B_MSIL2A_20250813T131249_R138_T23KMQ_20250813T150043,2025-08-13,23KMQ,1.887071,10.0,113,113,1.0,0.186362624168396,0.18287670612335205,0.2638724446296692,0.0,2025
P061,-45.8158312,-23.1673229,S2B_MSIL2A_20250813T131249_R138_T23KMQ_20250813T150043,2025-08-13,23KMQ,1.887071,10.0,113,113,1.0,0.14905217289924622,0.14713217318058014,0.22154125571250916,0.0,2025
P062,-45.8110544,-23.1649335,S2B_MSIL2A_20250813T131249_R138_T23KMQ_20250813T150043,2025-08-13,23KMQ,1.887071,10.0,113,113,1.0,0.1706320345401764,0.14661769568920135,0.3131188452243805,0.0,2025
P063,-45.8084429,-23.1636272,S2B_MSIL2A_20250813T131249_R138_T23KMQ_20250813T150043,2025-08-13,23KMQ,1.887071,10.0,113,113,1.0,0.21671344339847565,0.19172462821006775,0.3881514072418213,0.0,2025
P064,-45.8060318,-23.1624084,S2B_MSIL2A_20250813T131249_R138_T23KMQ_20250813T150043,2025-08-13,23KMQ,1.887071,10.0,113,113,1.0,0.16066917777061462,0.1687999963760376,0.2152927815914154,0.0,2025
P065,-45.8044808,-23.1617463,S2B_MSIL2A_20250813T131249_R138_T23KMQ_20250813T150043,2025-08-13,23KMQ,1.887071,10.0,113,113,1.0,0.10989689826965332,0.092422254383564,0.2045903205871582,0.0,2025
P066,-45.8019397,-23.1603456,S2B_MSIL2A_20250813T131249_R138_T23KMQ_20250813T150043,2025-08-13,23KMQ,1.887071,10.0,113,113,1.0,0.21646423637866974,0.2225082814693451,0.3176969587802887,0.0,2025
P067,-45.8002358,-23.1594871,S2B_MSIL2A_20250813T131249_R138_T23KMQ_20250813T150043,2025-08-13,23KMQ,1.887071,10.0,113,113,1.0,0.19891595840454102,0.2188599556684494,0.27548059821128845,0.0,2025
P068,-45.7979563,-23.1584776,S2B_MSIL2A_20250813T131249_R138_T23KMQ_20250813T150043,2025-08-13,23KMQ,1.887071,10.0,113,113,1.0,0.20902498066425323,0.18952447175979614,0.33116456866264343,0.0,2025
P069,-45.7958486,-23.1574222,S2B_MSIL2A_20250813T131249_R138_T23KMQ_20250813T150043,2025-08-13,23KMQ,1.887071,10.0,113,113,1.0,0.19727467000484467,0.1936928927898407,0.27769553661346436,0.0,2025
P070,-45.7929528,-23.1559496,S2B_MSIL2A_20250813T131249_R138_T23KMQ_20250813T150043,2025-08-13,23KMQ,1.887071,10.0,113,113,1.0,0.251559317111969,0.2199276089668274,0.4556752145290375,0.04424778761061947,2025
P071,-45.7915009,-23.1551114,S2B_MSIL2A_20250813T131249_R138_T23KMQ_20250813T150043,2025-08-13,23KMQ,1.887071,10.0,113,113,1.0,0.23937468230724335,0.20959073305130005,0.38538849353790283,0.0,2025
P072,-45.7866966,-23.1526762,S2B_MSIL2A_20250813T131249_R138_T23KMQ_20250813T150043,2025-08-13,23KMQ,1.887071,10.0,113,113,1.0,0.16838473081588745,0.1428571492433548,0.31116628646850586,0.0,2025
P073,-45.7853693,-23.1520073,S2B_MSIL2A_20250813T131249_R138_T23KMQ_20250813T150043,2025-08-13,23KMQ,1.887071,10.0,113,113,1.0,0.15362240374088287,0.15555556118488312,0.2271401584148407,0.0,2025
P074,-45.7836529,-23.1511436,S2B_MSIL2A_20250813T131249_R138_T23KMQ_20250813T150043,2025-08-13,23KMQ,1.887071,10.0,113,113,1.0,0.1647535115480423,0.15248796343803406,0.2619309425354004,0.0,2025
P075,-45.7819916,-23.1502911,S2B_MSIL2A_20250813T131249_R138_T23KMQ_20250813T150043,2025-08-13,23KMQ,1.887071,10.0,113,113,1.0,0.19610653817653656,0.2087099403142929,0.25865888595581055,0.0,2025
P076,-45.7804229,-23.1494903,S2B_MSIL2A_20250813T131249_R138_T23KMQ_20250813T150043,2025-08-13,23KMQ,1.887071,10.0,113,113,1.0,0.1668478548526764,0.15367837250232697,0.2481645792722702,0.0,2025
P077,-45.7780079,-23.1482708,S2B_MSIL2A_20250813T131249_R138_T23KMQ_20250813T150043,2025-08-13,23KMQ,1.887071,10.0,113,113,1.0,0.24243125319480896,0.25947105884552,0.36805394291877747,0.0,2025
P078,-45.7760619,-23.1474184,S2B_MSIL2A_20250813T131249_R138_T23KMQ_20250813T150043,2025-08-13,23KMQ,1.887071,10.0,113,113,1.0,0.22067615389823914,0.22628886997699738,0.3341331481933594,0.0,2025
P079,-45.7747463,-23.1467538,S2B_MSIL2A_20250813T131249_R138_T23KMQ_20250813T150043,2025-08-13,23KMQ,1.887071,10.0,113,113,1.0,0.20888051390647888,0.22067749500274658,0.29048189520835876,0.0,2025
P080,-45.7727475,-23.1457487,S2B_MSIL2A_20250813T131249_R138_T23KMQ_20250813T150043,2025-08-13,23KMQ,1.887071,10.0,113,113,1.0,0.16078133881092072,0.14089183509349823,0.2357054352760315,0.0,2025
P081,-45.7710928,-23.1449166,S2B_MSIL2A_20250813T131249_R138_T23KMQ_20250813T150043,2025-08-13,23KMQ,1.887071,10.0,113,113,1.0,0.1604434698820114,0.1409538984298706,0.26710382103919983,0.0,2025
P082,-45.7683161,-23.1433887,S2B_MSIL2A_20250813T131249_R138_T23KMQ_20250813T150043,2025-08-13,23KMQ,1.887071,10.0,113,113,1.0,0.2278401404619217,0.2355777770280838,0.3230719268321991,0.0,2025
P083,-45.7669978,-23.1427129,S2B_MSIL2A_20250813T131249_R138_T23KMQ_20250813T150043,2025-08-13,23KMQ,1.887071,10.0,113,113,1.0,0.19345718622207642,0.18927700817584991,0.2630060911178589,0.0,2025
P084,-45.7648654,-23.1416499,S2B_MSIL2A_20250813T131249_R138_T23KMQ_20250813T150043,2025-08-13,23KMQ,1.887071,10.0,113,113,1.0,0.22198176383972168,0.22758351266384125,0.3037697374820709,0.0,2025
P085,-45.7625053,-23.1404481,S2B_MSIL2A_20250813T131249_R138_T23KMQ_20250813T150043,2025-08-13,23KMQ,1.887071,10.0,113,113,1.0,0.18297713994979858,0.18736252188682556,0.24098677933216095,0.0,2025
P086,-45.7609623,-23.1396774,S2B_MSIL2A_20250813T131249_R138_T23KMQ_20250813T150043,2025-08-13,23KMQ,1.887071,10.0,113,113,1.0,0.22272098064422607,0.2225586622953415,0.35035762190818787,0.0,2025
P087,-45.7592903,-23.1388288,S2B_MSIL2A_20250813T131249_R138_T23KMQ_20250813T150043,2025-08-13,23KMQ,1.887071,10.0,113,113,1.0,0.2615985870361328,0.2618343234062195,0.4037172496318817,0.0,2025
P088,-45.7576024,-23.1381509,S2B_MSIL2A_20250813T131249_R138_T23KMQ_20250813T150043,2025-08-13,23KMQ,1.887071,10.0,113,113,1.0,0.2825877368450165,0.29316651821136475,0.4448077082633972,0.0,2025
P089,-45.7557044,-23.1370263,S2B_MSIL2A_20250813T131249_R138_T23KMQ_20250813T150043,2025-08-13,23KMQ,1.887071,10.0,113,113,1.0,0.2647590935230255,0.29596325755119324,0.3637322187423706,0.0,2025
P090,-45.7540586,-23.136196,S2B_MSIL2A_20250813T131249_R138_T23KMQ_20250813T150043,2025-08-13,23KMQ,1.887071,10.0,113,113,1.0,0.20028042793273926,0.20651067793369293,0.2836364507675171,0.0,2025
P091,-45.7514018,-23.1350142,S2B_MSIL2A_20250813T131249_R138_T23KMQ_20250813T150043,2025-08-13,23KMQ,1.887071,10.0,113,113,1.0,0.21243880689144135,0.18815895915031433,0.3632449209690094,0.0,2025
P092,-45.74995,-23.1342833,S2B_MSIL2A_20250813T131249_R138_T23KMQ_20250813T150043,2025-08-13,23KMQ,1.887071,10.0,113,113,1.0,0.24691300094127655,0.26100385189056396,0.34831348061561584,0.0,2025
